transaction_date,store_id,store_size,location_type,promotion_type,is_weekend,is_festival,competition_density,items_sold
4/16/2023,1,medium,semi-urban,free_gift,1,0,9,292
4/16/2023,8,small,semi-urban,loyalty_points,1,1,3,310
4/16/2023,29,small,semi-urban,loyalty_points,1,1,3,338
4/18/2023,32,medium,semi-urban,flat_discount,0,0,1,326
4/19/2023,38,medium,rural,category_offer,0,1,5,249
4/19/2023,5,medium,rural,bogo,0,0,4,242
4/20/2023,47,medium,urban,flat_discount,0,0,2,239
4/20/2023,22,large,semi-urban,bogo,0,0,9,302
4/21/2023,47,medium,rural,flat_discount,0,0,3,245
4/21/2023,34,medium,rural,category_offer,0,0,8,195
4/21/2023,1,medium,rural,bogo,0,0,6,225
4/22/2023,26,small,urban,category_offer,1,1,5,298
4/22/2023,43,medium,urban,flat_discount,1,0,1,356
4/23/2023,10,large,semi-urban,bogo,1,0,4,394
4/27/2023,30,medium,semi-urban,flat_discount,0,0,3,246
4/30/2023,50,large,semi-urban,flat_discount,1,0,1,363
4/30/2023,18,large,semi-urban,flat_discount,1,0,5,300
5/3/2023,17,large,rural,flat_discount,0,0,6,278
5/3/2023,26,large,urban,free_gift,0,1,2,394
5/4/2023,8,medium,rural,bogo,0,0,3,231
5/4/2023,47,medium,semi-urban,bogo,0,0,6,247
5/5/2023,40,medium,urban,bogo,0,0,4,298
5/6/2023,49,medium,semi-urban,loyalty_points,1,0,9,262
5/7/2023,12,medium,rural,loyalty_points,1,1,5,287
5/8/2023,27,medium,urban,free_gift,0,0,4,268
5/8/2023,8,medium,urban,bogo,0,0,2,312
5/9/2023,25,medium,rural,flat_discount,0,0,6,199
5/12/2023,46,small,urban,loyalty_points,0,0,2,268
5/12/2023,4,medium,semi-urban,flat_discount,0,0,7,227
5/12/2023,33,small,semi-urban,bogo,0,0,3,219
5/14/2023,1,large,semi-urban,bogo,1,0,9,318
5/15/2023,19,medium,semi-urban,bogo,0,0,5,314
5/17/2023,31,small,urban,flat_discount,0,0,8,254
5/17/2023,16,small,semi-urban,category_offer,0,0,6,163
5/18/2023,14,medium,urban,flat_discount,0,0,8,308
5/18/2023,48,medium,semi-urban,category_offer,0,0,3,241
5/18/2023,5,medium,urban,flat_discount,0,0,3,302
5/19/2023,41,small,semi-urban,flat_discount,0,0,5,206
5/20/2023,26,medium,urban,loyalty_points,1,0,3,287
5/21/2023,28,medium,urban,flat_discount,1,0,8,334
5/24/2023,2,medium,urban,category_offer,0,0,8,242
5/25/2023,50,medium,urban,free_gift,0,1,2,409
5/26/2023,6,medium,rural,flat_discount,0,0,4,201
5/26/2023,9,small,urban,loyalty_points,0,0,1,265
5/26/2023,33,large,rural,flat_discount,0,0,4,270
5/27/2023,41,medium,rural,loyalty_points,1,0,4,250
5/28/2023,25,medium,semi-urban,flat_discount,1,0,9,308
5/28/2023,48,small,urban,loyalty_points,1,0,3,250
5/29/2023,13,medium,urban,flat_discount,0,1,2,400
5/31/2023,9,small,rural,free_gift,0,0,9,95
5/31/2023,13,medium,urban,category_offer,0,0,9,235
6/1/2023,31,large,urban,loyalty_points,0,0,1,283
6/2/2023,41,medium,semi-urban,loyalty_points,0,0,6,185
6/2/2023,11,small,rural,category_offer,0,0,8,150
6/5/2023,4,small,rural,loyalty_points,0,0,3,170
6/5/2023,34,medium,urban,flat_discount,0,0,9,295
6/5/2023,38,small,semi-urban,bogo,0,0,2,245
6/6/2023,46,small,urban,bogo,0,0,6,245
6/8/2023,4,large,urban,bogo,0,0,1,366
6/8/2023,38,medium,rural,bogo,0,0,7,242
6/9/2023,19,small,urban,free_gift,0,0,3,264
6/9/2023,6,large,urban,flat_discount,0,0,7,343
6/10/2023,34,small,urban,category_offer,1,0,4,273
6/10/2023,18,large,rural,flat_discount,1,0,9,280
6/10/2023,13,medium,rural,bogo,1,0,5,273
6/16/2023,41,large,semi-urban,free_gift,0,0,3,272
6/18/2023,23,medium,rural,category_offer,1,0,8,233
6/21/2023,19,large,urban,category_offer,0,0,6,308
6/21/2023,45,large,semi-urban,category_offer,0,0,2,296
6/22/2023,11,small,urban,flat_discount,0,0,3,254
6/24/2023,1,large,urban,free_gift,1,0,8,351
6/25/2023,24,medium,semi-urban,flat_discount,1,0,7,297
6/26/2023,7,medium,rural,bogo,0,0,6,229
6/27/2023,25,medium,urban,bogo,0,0,1,293
6/30/2023,21,medium,urban,flat_discount,0,0,9,234
6/30/2023,15,small,urban,bogo,0,0,3,253
6/30/2023,1,medium,urban,loyalty_points,0,0,5,266
7/1/2023,12,medium,rural,loyalty_points,1,0,7,216
7/2/2023,7,large,semi-urban,bogo,1,0,7,343
7/4/2023,15,large,semi-urban,flat_discount,0,0,3,312
7/4/2023,21,medium,rural,flat_discount,0,0,4,246
7/5/2023,19,medium,urban,bogo,0,0,7,272
7/5/2023,29,small,semi-urban,loyalty_points,0,0,8,195
7/6/2023,25,small,semi-urban,flat_discount,0,0,2,252
7/8/2023,33,small,semi-urban,category_offer,1,0,9,194
7/11/2023,49,medium,rural,flat_discount,0,1,7,283
7/13/2023,32,small,rural,loyalty_points,0,0,8,175
7/14/2023,49,large,urban,bogo,0,1,6,418
7/15/2023,35,medium,rural,category_offer,1,0,6,191
7/17/2023,44,medium,urban,bogo,0,0,9,258
7/17/2023,38,medium,urban,free_gift,0,0,4,271
7/18/2023,26,small,urban,flat_discount,0,0,5,220
7/18/2023,11,medium,urban,flat_discount,0,0,9,267
7/18/2023,35,medium,semi-urban,loyalty_points,0,0,1,232
7/19/2023,8,medium,semi-urban,loyalty_points,0,0,4,259
7/20/2023,46,medium,rural,loyalty_points,0,0,7,181
7/20/2023,14,large,semi-urban,free_gift,0,0,9,294
7/21/2023,10,large,semi-urban,category_offer,0,0,6,302
7/23/2023,2,medium,urban,flat_discount,1,0,8,361
7/24/2023,46,medium,urban,bogo,0,0,9,300
7/24/2023,9,medium,semi-urban,bogo,0,0,4,223
7/28/2023,3,small,semi-urban,category_offer,0,0,1,213
7/28/2023,21,medium,rural,bogo,0,0,8,262
7/29/2023,26,small,urban,flat_discount,1,0,2,301
7/29/2023,8,medium,urban,free_gift,1,0,1,375
7/29/2023,48,medium,semi-urban,category_offer,1,0,7,290
7/31/2023,2,small,urban,bogo,0,1,9,347
8/1/2023,6,large,urban,flat_discount,0,0,9,345
8/1/2023,28,large,semi-urban,flat_discount,0,0,3,309
8/2/2023,29,medium,urban,flat_discount,0,0,6,224
8/2/2023,26,medium,semi-urban,bogo,0,0,7,251
8/3/2023,25,large,urban,category_offer,0,0,9,322
8/4/2023,12,small,urban,free_gift,0,0,2,223
8/8/2023,5,large,urban,category_offer,0,0,8,290
8/10/2023,34,small,rural,bogo,0,0,7,172
8/11/2023,48,large,urban,category_offer,0,0,4,352
8/11/2023,37,small,rural,flat_discount,0,0,2,241
8/11/2023,15,large,urban,free_gift,0,1,8,363
8/13/2023,44,large,rural,category_offer,1,0,5,293
8/16/2023,36,small,urban,flat_discount,0,0,6,229
8/16/2023,15,medium,semi-urban,flat_discount,0,0,7,264
8/17/2023,43,large,semi-urban,loyalty_points,0,0,1,284
8/18/2023,48,medium,rural,bogo,0,0,8,256
8/19/2023,23,large,urban,category_offer,1,0,4,361
8/21/2023,6,medium,urban,flat_discount,0,0,9,351
8/24/2023,46,medium,urban,category_offer,0,0,1,251
8/24/2023,50,small,rural,bogo,0,0,2,171
8/27/2023,44,small,semi-urban,flat_discount,1,0,6,247
8/27/2023,43,large,rural,free_gift,1,0,1,272
8/28/2023,45,medium,urban,flat_discount,0,0,4,255
8/30/2023,21,medium,urban,bogo,0,0,8,270
9/1/2023,23,medium,urban,flat_discount,0,0,5,266
9/2/2023,43,medium,rural,flat_discount,1,0,9,239
9/2/2023,16,large,semi-urban,bogo,1,0,6,364
9/5/2023,47,large,rural,flat_discount,0,0,1,269
9/5/2023,15,medium,urban,loyalty_points,0,0,6,247
9/5/2023,25,large,semi-urban,flat_discount,0,0,6,314
9/7/2023,36,large,semi-urban,free_gift,0,0,6,257
9/8/2023,11,medium,urban,flat_discount,0,0,8,274
9/9/2023,15,large,rural,bogo,1,1,6,416
9/12/2023,4,small,rural,loyalty_points,0,0,5,106
9/15/2023,21,small,rural,flat_discount,0,0,2,139
9/15/2023,13,large,semi-urban,loyalty_points,0,0,4,271
9/16/2023,22,medium,urban,flat_discount,1,0,5,347
9/16/2023,19,large,urban,category_offer,1,0,4,404
9/16/2023,34,large,rural,free_gift,1,1,2,392
9/17/2023,14,small,urban,loyalty_points,1,1,7,354
9/18/2023,4,large,semi-urban,free_gift,0,0,2,284
9/19/2023,48,medium,semi-urban,free_gift,0,1,1,339
9/20/2023,46,medium,semi-urban,flat_discount,0,0,5,296
9/20/2023,27,medium,rural,flat_discount,0,0,1,188
9/21/2023,29,large,urban,loyalty_points,0,0,1,317
9/24/2023,47,small,urban,bogo,1,0,1,375
9/25/2023,28,medium,urban,bogo,0,1,6,389
9/26/2023,35,medium,semi-urban,category_offer,0,0,9,259
9/26/2023,8,medium,urban,bogo,0,0,1,301
9/26/2023,16,medium,urban,loyalty_points,0,0,5,254
9/26/2023,42,small,rural,category_offer,0,0,9,153
9/26/2023,36,small,rural,free_gift,0,0,9,107
9/27/2023,30,medium,urban,loyalty_points,0,1,1,317
9/28/2023,18,large,urban,flat_discount,0,0,8,293
10/1/2023,2,small,rural,bogo,1,0,1,282
10/2/2023,49,small,urban,free_gift,0,0,8,247
10/2/2023,13,large,urban,flat_discount,0,0,1,350
10/3/2023,4,small,urban,category_offer,0,0,5,245
10/4/2023,26,large,semi-urban,loyalty_points,0,0,8,246
10/5/2023,25,medium,urban,bogo,0,0,6,332
10/7/2023,30,large,rural,bogo,1,0,9,318
10/8/2023,11,small,semi-urban,loyalty_points,1,0,1,238
10/8/2023,7,small,semi-urban,bogo,1,0,9,256
10/8/2023,31,medium,urban,free_gift,1,0,1,349
10/9/2023,44,large,semi-urban,bogo,0,0,3,305
10/10/2023,10,medium,semi-urban,loyalty_points,0,0,1,256
10/11/2023,39,small,rural,free_gift,0,1,3,232
10/15/2023,13,large,rural,category_offer,1,0,2,271
10/16/2023,31,large,semi-urban,category_offer,0,0,2,296
10/16/2023,7,medium,rural,bogo,0,0,9,230
10/18/2023,49,large,rural,bogo,0,0,8,264
10/18/2023,42,large,rural,loyalty_points,0,0,1,269
10/19/2023,42,medium,urban,bogo,0,0,4,292
10/20/2023,36,small,urban,category_offer,0,0,1,231
10/21/2023,20,medium,urban,loyalty_points,1,0,1,346
10/22/2023,4,small,semi-urban,free_gift,1,0,4,286
10/23/2023,7,medium,semi-urban,category_offer,0,0,2,278
10/23/2023,1,medium,semi-urban,category_offer,0,0,3,228
10/24/2023,44,small,rural,loyalty_points,0,1,9,253
10/24/2023,45,medium,rural,bogo,0,0,2,230
10/25/2023,42,small,rural,flat_discount,0,0,4,170
10/26/2023,47,large,urban,bogo,0,0,1,298
10/26/2023,13,large,semi-urban,category_offer,0,0,2,320
10/26/2023,22,small,urban,free_gift,0,0,5,213
10/27/2023,21,large,urban,category_offer,0,0,1,313
10/28/2023,22,medium,urban,bogo,1,0,7,321
10/28/2023,28,small,urban,category_offer,1,0,4,290
10/28/2023,9,small,semi-urban,flat_discount,1,0,6,247
10/29/2023,26,medium,rural,category_offer,1,0,8,208
10/30/2023,9,large,urban,free_gift,0,0,6,323
11/1/2023,15,medium,semi-urban,flat_discount,0,0,2,228
11/3/2023,10,small,semi-urban,bogo,0,0,1,221
11/3/2023,24,small,urban,category_offer,0,0,8,163
11/5/2023,42,medium,semi-urban,free_gift,1,0,8,240
11/7/2023,8,small,urban,flat_discount,0,0,9,242
11/7/2023,24,small,semi-urban,loyalty_points,0,0,6,127
11/7/2023,16,small,semi-urban,category_offer,0,1,1,244
11/8/2023,49,large,urban,loyalty_points,0,0,9,282
11/13/2023,26,large,urban,bogo,0,0,3,337
11/13/2023,27,medium,semi-urban,free_gift,0,0,6,286
11/13/2023,37,large,rural,loyalty_points,0,0,9,268
11/14/2023,4,medium,urban,free_gift,0,0,3,259
11/15/2023,50,medium,semi-urban,category_offer,0,0,5,243
11/15/2023,24,small,semi-urban,bogo,0,0,5,248
11/16/2023,19,medium,rural,bogo,0,0,7,224
11/16/2023,36,large,rural,flat_discount,0,0,4,235
11/16/2023,39,medium,semi-urban,flat_discount,0,0,4,257
11/17/2023,10,medium,semi-urban,flat_discount,0,0,7,244
11/18/2023,25,medium,rural,flat_discount,1,0,9,252
11/19/2023,18,small,urban,loyalty_points,1,0,4,274
11/19/2023,19,large,urban,flat_discount,1,0,4,359
11/20/2023,36,medium,urban,category_offer,0,0,6,233
11/20/2023,10,medium,rural,loyalty_points,0,1,6,274
11/20/2023,33,medium,rural,free_gift,0,0,7,218
11/21/2023,50,medium,urban,flat_discount,0,0,1,272
11/21/2023,5,small,semi-urban,category_offer,0,0,3,219
11/21/2023,47,medium,semi-urban,free_gift,0,0,9,183
11/22/2023,49,small,urban,category_offer,0,0,6,207
11/23/2023,35,medium,rural,category_offer,0,0,6,195
11/24/2023,44,large,urban,loyalty_points,0,0,5,279
11/28/2023,34,large,urban,free_gift,0,0,3,306
11/28/2023,33,medium,semi-urban,bogo,0,0,5,316
11/29/2023,21,medium,semi-urban,category_offer,0,1,1,300
11/30/2023,17,small,urban,flat_discount,0,0,3,317
11/30/2023,22,large,semi-urban,loyalty_points,0,0,4,273
11/30/2023,48,small,semi-urban,flat_discount,0,0,5,217
12/1/2023,37,medium,urban,bogo,0,0,9,304
12/1/2023,15,small,urban,category_offer,0,0,4,291
12/1/2023,35,small,semi-urban,free_gift,0,0,3,181
12/3/2023,28,medium,urban,bogo,1,0,1,333
12/4/2023,7,small,rural,free_gift,0,0,6,153
12/5/2023,32,medium,rural,loyalty_points,0,1,7,269
12/6/2023,11,medium,rural,bogo,0,0,8,192
12/8/2023,10,small,urban,loyalty_points,0,0,1,227
12/10/2023,9,medium,rural,flat_discount,1,1,4,400
12/10/2023,14,small,semi-urban,category_offer,1,0,5,238
12/10/2023,13,small,urban,loyalty_points,1,0,2,261
12/11/2023,25,medium,urban,flat_discount,0,0,1,286
12/11/2023,2,small,urban,bogo,0,0,8,278
12/11/2023,35,large,semi-urban,flat_discount,0,0,6,271
12/11/2023,7,small,semi-urban,category_offer,0,0,5,236
12/12/2023,21,small,urban,free_gift,0,0,9,271
12/13/2023,18,medium,semi-urban,category_offer,0,0,2,245
12/14/2023,3,medium,urban,flat_discount,0,0,8,280
12/15/2023,42,small,semi-urban,flat_discount,0,0,9,228
12/15/2023,39,medium,urban,flat_discount,0,0,1,329
12/15/2023,41,small,rural,bogo,0,0,7,178
12/15/2023,49,large,rural,free_gift,0,0,8,232
12/16/2023,11,medium,semi-urban,loyalty_points,1,0,3,237
12/18/2023,39,large,urban,category_offer,0,0,4,318
12/19/2023,24,large,urban,bogo,0,0,3,367
12/20/2023,46,medium,rural,loyalty_points,0,0,7,155
12/21/2023,19,large,urban,category_offer,0,0,9,281
12/22/2023,4,medium,urban,loyalty_points,0,0,3,227
12/23/2023,26,large,urban,free_gift,1,0,6,334
12/24/2023,38,small,semi-urban,bogo,1,0,8,279
12/25/2023,42,medium,semi-urban,flat_discount,0,1,6,313
12/26/2023,32,medium,rural,category_offer,0,0,2,206
12/27/2023,39,medium,urban,flat_discount,0,0,7,243
12/27/2023,45,medium,urban,bogo,0,0,2,318
12/28/2023,46,medium,rural,free_gift,0,1,2,302
12/28/2023,36,small,rural,free_gift,0,0,2,165
12/28/2023,40,small,urban,free_gift,0,0,1,242
12/28/2023,37,medium,semi-urban,flat_discount,0,0,1,271
12/30/2023,33,medium,urban,bogo,1,0,7,323
12/30/2023,36,large,rural,free_gift,1,0,5,263
12/31/2023,3,large,urban,loyalty_points,1,0,3,391
12/31/2023,9,large,rural,category_offer,1,0,1,286
1/1/2024,8,medium,semi-urban,loyalty_points,0,1,6,294
1/2/2024,33,small,semi-urban,category_offer,0,1,1,307
1/2/2024,6,small,urban,free_gift,0,0,9,311
1/3/2024,41,large,semi-urban,flat_discount,0,0,2,272
1/5/2024,39,medium,semi-urban,category_offer,0,0,1,253
1/5/2024,4,small,urban,free_gift,0,0,7,211
1/6/2024,13,medium,semi-urban,free_gift,1,0,6,268
1/6/2024,49,large,rural,free_gift,1,0,6,278
1/8/2024,2,medium,semi-urban,free_gift,0,0,5,211
1/8/2024,5,medium,semi-urban,bogo,0,0,4,271
1/9/2024,44,medium,urban,free_gift,0,0,4,241
1/9/2024,27,small,semi-urban,flat_discount,0,0,3,244
1/9/2024,32,medium,urban,category_offer,0,0,8,257
1/10/2024,21,medium,semi-urban,flat_discount,0,0,7,259
1/11/2024,8,small,rural,flat_discount,0,0,9,166
1/13/2024,38,large,semi-urban,bogo,1,0,1,357
1/14/2024,8,medium,urban,category_offer,1,0,7,311
1/16/2024,50,large,urban,bogo,0,0,4,318
1/18/2024,3,large,semi-urban,bogo,0,0,7,295
1/18/2024,44,small,semi-urban,free_gift,0,0,1,190
1/18/2024,3,medium,rural,bogo,0,0,5,222
1/19/2024,22,medium,rural,loyalty_points,0,0,3,148
1/20/2024,6,large,semi-urban,loyalty_points,1,0,5,338
1/20/2024,2,small,urban,free_gift,1,0,4,265
1/21/2024,23,medium,urban,bogo,1,1,2,468
1/21/2024,44,medium,urban,category_offer,1,0,4,339
1/22/2024,2,small,urban,flat_discount,0,0,3,223
1/22/2024,38,small,semi-urban,free_gift,0,1,1,264
1/23/2024,17,medium,semi-urban,bogo,0,0,8,325
1/24/2024,35,medium,semi-urban,loyalty_points,0,0,5,263
1/24/2024,34,medium,urban,flat_discount,0,0,4,292
1/25/2024,23,medium,urban,free_gift,0,0,5,281
1/28/2024,30,medium,urban,category_offer,1,1,4,377
1/29/2024,8,medium,urban,free_gift,0,0,3,291
1/29/2024,22,small,rural,flat_discount,0,0,5,172
1/29/2024,44,large,urban,loyalty_points,0,0,4,247
1/29/2024,36,small,semi-urban,free_gift,0,0,1,178
1/29/2024,5,medium,urban,free_gift,0,0,3,281
1/31/2024,13,small,rural,flat_discount,0,0,8,152
1/31/2024,29,small,semi-urban,free_gift,0,0,7,192
1/31/2024,31,medium,urban,bogo,0,0,2,287
2/1/2024,47,small,semi-urban,flat_discount,0,0,1,207
2/2/2024,16,large,semi-urban,flat_discount,0,0,3,322
2/2/2024,42,small,rural,loyalty_points,0,0,5,161
2/3/2024,30,medium,urban,flat_discount,1,0,1,346
2/3/2024,16,medium,rural,flat_discount,1,0,3,302
2/3/2024,12,small,rural,free_gift,1,0,3,238
2/3/2024,17,small,rural,category_offer,1,0,5,246
2/6/2024,16,medium,semi-urban,flat_discount,0,0,3,249
2/6/2024,12,medium,semi-urban,free_gift,0,1,9,297
2/6/2024,8,medium,semi-urban,flat_discount,0,0,1,234
2/8/2024,20,medium,rural,flat_discount,0,0,4,222
2/8/2024,3,medium,semi-urban,flat_discount,0,0,4,282
2/9/2024,16,small,semi-urban,loyalty_points,0,1,1,304
2/10/2024,30,medium,semi-urban,flat_discount,1,0,2,333
2/10/2024,45,large,semi-urban,flat_discount,1,0,1,307
2/11/2024,23,medium,rural,bogo,1,1,6,394
2/13/2024,28,medium,urban,loyalty_points,0,0,3,215
2/14/2024,40,medium,rural,bogo,0,0,7,261
2/15/2024,5,large,semi-urban,bogo,0,0,5,300
2/15/2024,20,large,rural,flat_discount,0,0,9,275
2/16/2024,40,medium,semi-urban,bogo,0,0,7,230
2/16/2024,44,large,urban,free_gift,0,0,4,347
2/17/2024,1,small,rural,free_gift,1,0,5,183
2/17/2024,30,small,urban,bogo,1,0,5,293
2/18/2024,21,large,rural,bogo,1,0,5,305
2/19/2024,20,large,semi-urban,flat_discount,0,0,9,239
2/20/2024,6,small,semi-urban,bogo,0,0,3,238
2/23/2024,22,small,urban,flat_discount,0,0,6,292
2/24/2024,18,small,semi-urban,category_offer,1,0,8,292
2/24/2024,8,small,urban,loyalty_points,1,0,9,250
2/24/2024,39,large,urban,loyalty_points,1,0,7,361
2/29/2024,32,medium,urban,loyalty_points,0,0,3,266
3/1/2024,33,medium,urban,free_gift,0,0,1,299
3/2/2024,16,medium,rural,category_offer,1,0,4,244
3/2/2024,12,small,rural,bogo,1,0,6,251
3/4/2024,38,small,urban,category_offer,0,1,3,324
3/4/2024,34,medium,semi-urban,free_gift,0,0,1,237
3/4/2024,14,large,urban,free_gift,0,0,6,310
3/5/2024,36,large,semi-urban,category_offer,0,0,1,280
3/5/2024,33,small,rural,bogo,0,0,9,213
3/5/2024,23,large,rural,bogo,0,0,1,270
3/6/2024,50,large,semi-urban,loyalty_points,0,0,6,255
3/7/2024,45,large,rural,flat_discount,0,0,1,329
3/8/2024,2,medium,urban,free_gift,0,0,7,298
3/8/2024,41,medium,rural,loyalty_points,0,0,3,234
3/8/2024,21,medium,urban,free_gift,0,0,6,272
3/8/2024,2,small,semi-urban,free_gift,0,1,7,282
3/10/2024,27,small,semi-urban,flat_discount,1,0,1,297
3/10/2024,9,small,semi-urban,bogo,1,0,1,326
3/11/2024,1,medium,urban,loyalty_points,0,0,5,206
3/12/2024,11,medium,rural,free_gift,0,0,6,179
3/12/2024,3,medium,urban,free_gift,0,0,9,295
3/14/2024,23,small,semi-urban,flat_discount,0,0,1,220
3/15/2024,26,large,urban,flat_discount,0,0,4,316
3/15/2024,4,large,urban,loyalty_points,0,0,8,254
3/15/2024,18,large,semi-urban,bogo,0,0,9,284
3/15/2024,6,large,semi-urban,free_gift,0,0,3,250
3/16/2024,35,medium,urban,flat_discount,1,0,2,396
3/16/2024,22,large,urban,category_offer,1,0,4,352
3/16/2024,43,small,semi-urban,loyalty_points,1,0,2,232
3/16/2024,15,medium,rural,free_gift,1,0,1,286
3/17/2024,22,small,rural,flat_discount,1,0,3,265
3/17/2024,37,small,urban,free_gift,1,0,7,297
3/22/2024,42,small,urban,category_offer,0,0,1,263
3/24/2024,12,medium,urban,bogo,1,0,2,343
3/24/2024,47,large,urban,loyalty_points,1,0,1,344
3/24/2024,49,medium,semi-urban,category_offer,1,0,8,285
3/25/2024,42,small,semi-urban,loyalty_points,0,1,5,246
3/25/2024,38,large,urban,free_gift,0,0,8,305
3/25/2024,18,medium,urban,flat_discount,0,0,3,305
3/25/2024,45,medium,urban,bogo,0,0,7,318
3/26/2024,35,medium,rural,flat_discount,0,0,8,176
3/26/2024,30,small,rural,loyalty_points,0,0,6,169
3/26/2024,24,medium,urban,category_offer,0,0,7,253
3/26/2024,42,large,urban,category_offer,0,1,2,411
3/27/2024,30,small,rural,bogo,0,1,8,295
3/27/2024,14,medium,rural,flat_discount,0,0,5,270
3/29/2024,6,large,semi-urban,category_offer,0,0,7,297
3/31/2024,3,medium,urban,free_gift,1,1,1,445
3/31/2024,16,small,urban,flat_discount,1,0,5,331
4/1/2024,7,small,semi-urban,free_gift,0,0,1,219
4/2/2024,14,small,urban,flat_discount,0,0,8,241
4/2/2024,9,medium,urban,bogo,0,0,4,329
4/2/2024,15,medium,semi-urban,free_gift,0,0,4,261
4/2/2024,21,small,urban,flat_discount,0,0,2,251
4/3/2024,35,large,rural,loyalty_points,0,0,5,245
4/3/2024,2,medium,urban,flat_discount,0,0,1,301
4/4/2024,27,small,urban,flat_discount,0,0,9,216
4/4/2024,2,medium,semi-urban,flat_discount,0,0,5,287
4/5/2024,35,medium,urban,category_offer,0,0,6,263
4/6/2024,18,small,rural,bogo,1,0,2,310
4/6/2024,14,small,semi-urban,free_gift,1,0,1,216
4/7/2024,20,large,urban,flat_discount,1,1,4,444
4/7/2024,18,medium,semi-urban,flat_discount,1,1,7,374
4/8/2024,10,medium,urban,bogo,0,0,6,330
4/10/2024,25,medium,rural,category_offer,0,0,1,226
4/10/2024,2,small,urban,loyalty_points,0,0,1,234
4/10/2024,25,small,semi-urban,flat_discount,0,0,8,177
4/11/2024,33,medium,urban,free_gift,0,1,4,329
4/12/2024,36,small,semi-urban,loyalty_points,0,1,5,268
4/13/2024,31,small,rural,bogo,1,0,7,209
4/15/2024,14,large,rural,category_offer,0,0,8,222
4/15/2024,1,large,urban,flat_discount,0,0,7,336
4/17/2024,46,large,urban,loyalty_points,0,0,2,279
4/17/2024,16,large,rural,category_offer,0,0,4,288
4/17/2024,46,small,rural,loyalty_points,0,0,1,197
4/20/2024,3,large,urban,category_offer,1,0,9,298
4/22/2024,35,small,semi-urban,bogo,0,0,3,212
4/23/2024,41,large,urban,loyalty_points,0,0,3,243
4/24/2024,6,large,rural,bogo,0,0,9,253
4/26/2024,25,medium,urban,bogo,0,0,3,330
4/27/2024,13,large,urban,category_offer,1,0,8,330
4/28/2024,34,medium,rural,category_offer,1,0,2,270
4/28/2024,8,small,urban,loyalty_points,1,0,3,227
4/29/2024,21,medium,semi-urban,flat_discount,0,1,2,363
4/30/2024,34,medium,semi-urban,category_offer,0,0,1,228
4/30/2024,4,small,urban,category_offer,0,0,2,234
5/1/2024,25,medium,urban,flat_discount,0,0,8,278
5/2/2024,15,large,semi-urban,bogo,0,0,9,266
5/2/2024,4,small,urban,bogo,0,0,2,245
5/3/2024,45,large,semi-urban,bogo,0,0,7,328
5/3/2024,12,large,rural,loyalty_points,0,1,5,324
5/3/2024,32,large,rural,category_offer,0,0,3,277
5/4/2024,32,large,urban,category_offer,1,0,9,346
5/6/2024,28,medium,urban,loyalty_points,0,0,6,255
5/8/2024,13,large,urban,bogo,0,1,1,393
5/10/2024,31,large,urban,category_offer,0,0,5,298
5/10/2024,14,small,semi-urban,bogo,0,0,7,223
5/13/2024,20,medium,semi-urban,loyalty_points,0,0,4,271
5/13/2024,18,medium,urban,flat_discount,0,1,8,378
5/14/2024,29,small,urban,loyalty_points,0,0,5,253
5/15/2024,6,medium,urban,flat_discount,0,0,9,292
5/16/2024,32,medium,semi-urban,bogo,0,0,9,240
5/16/2024,29,small,urban,category_offer,0,0,9,215
5/18/2024,43,medium,semi-urban,bogo,1,0,1,332
5/20/2024,2,large,urban,free_gift,0,0,2,300
5/21/2024,23,medium,rural,bogo,0,0,3,241
5/21/2024,19,small,rural,category_offer,0,1,4,242
5/21/2024,31,small,urban,flat_discount,0,0,9,278
5/22/2024,5,medium,urban,flat_discount,0,0,6,234
5/22/2024,19,large,semi-urban,bogo,0,1,1,432
5/25/2024,34,small,urban,free_gift,1,0,9,244
5/25/2024,10,medium,semi-urban,flat_discount,1,0,6,262
5/26/2024,25,small,rural,bogo,1,0,4,282
5/26/2024,2,medium,semi-urban,bogo,1,0,4,336
5/26/2024,11,large,rural,flat_discount,1,0,3,352
5/27/2024,50,medium,urban,free_gift,0,1,7,369
5/28/2024,31,small,urban,loyalty_points,0,0,3,272
5/28/2024,15,medium,semi-urban,flat_discount,0,0,2,277
5/30/2024,9,small,urban,free_gift,0,0,8,222
5/30/2024,23,medium,semi-urban,category_offer,0,0,4,241
5/30/2024,19,medium,urban,bogo,0,1,8,407
6/1/2024,9,small,urban,category_offer,1,1,1,342
6/1/2024,35,small,rural,bogo,1,0,5,233
6/1/2024,21,medium,urban,free_gift,1,0,9,300
6/2/2024,9,large,rural,flat_discount,1,0,1,274
6/2/2024,28,large,rural,category_offer,1,0,4,296
6/3/2024,46,small,rural,category_offer,0,0,6,114
6/3/2024,7,large,semi-urban,flat_discount,0,0,8,287
6/4/2024,16,medium,semi-urban,bogo,0,0,3,297
6/6/2024,16,medium,rural,loyalty_points,0,0,5,183
6/9/2024,33,large,urban,bogo,1,0,7,425
6/10/2024,4,large,semi-urban,free_gift,0,0,1,255
6/11/2024,4,large,semi-urban,loyalty_points,0,0,7,283
6/12/2024,39,medium,semi-urban,category_offer,0,0,8,237
6/13/2024,40,medium,semi-urban,free_gift,0,0,8,188
6/14/2024,17,large,urban,category_offer,0,1,9,440
6/15/2024,37,small,semi-urban,loyalty_points,1,0,6,220
